inception_v3_tflite_tflite_opt0,opt0,opt4,0.11843868663057966,2.438228069222407
InceptionV3_pb_tf_to_tflite_opt0,opt0,opt2,0.053893494179977686,3.7167918540594314
torchvision_models_inception_v3_torch_to_tflite_opt4,opt4,opt2,0.3380950392279056,0.9177213585242445
InceptionV3_pb_tf_to_tflite_opt4,opt4,opt2,0.45984788646989605,0.5463032943666245
InceptionV3_pb_tf_opt4,opt4,opt2,0.15118567960634383,2.060533492452786
torchvision_models_inception_v3_torch_opt4,opt4,opt2,0.5061457831784437,0.44205586506196864
inception_v3_tflite_tflite_opt4,opt4,opt0,0.11843868663057966,2.438228069222407
inception_v3_tflite_tflite_opt4,opt4,opt2,0.16070593534903482,1.9678363623811321
inception_v3_tflite_tflite_opt2,opt2,opt4,0.16070593534903482,1.9678363623811324
torchvision_models_inception_v3_torch_to_tflite_opt2,opt2,opt4,0.3380950392279056,0.917721358524245
torchvision_models_inception_v3_torch_opt2,opt2,opt4,0.5061457831784437,0.4420558650619686
InceptionV3_pb_tf_opt2,opt2,opt4,0.15118567960634383,2.060533492452785
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt0,0.053893494179977686,3.7167918540594314
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt4,0.45984788646989605,0.5463032943666245
inception_v3_tflite_tflite_opt0,opt0,opt4,0.11843868663057966,2.438228069222407
InceptionV3_pb_tf_to_tflite_opt0,opt0,opt2,0.053893494179977686,3.7167918540594314
torchvision_models_inception_v3_torch_to_tflite_opt4,opt4,opt2,0.3380950392279056,0.9177213585242445
InceptionV3_pb_tf_to_tflite_opt4,opt4,opt2,0.45984788646989605,0.5463032943666245
InceptionV3_pb_tf_opt4,opt4,opt2,0.15118567960634383,2.060533492452786
torchvision_models_inception_v3_torch_opt4,opt4,opt2,0.5061457831784437,0.44205586506196864
inception_v3_tflite_tflite_opt4,opt4,opt0,0.11843868663057966,2.438228069222407
inception_v3_tflite_tflite_opt4,opt4,opt2,0.16070593534903482,1.9678363623811321
inception_v3_tflite_tflite_opt2,opt2,opt4,0.16070593534903482,1.9678363623811324
torchvision_models_inception_v3_torch_to_tflite_opt2,opt2,opt4,0.3380950392279056,0.917721358524245
torchvision_models_inception_v3_torch_opt2,opt2,opt4,0.5061457831784437,0.4420558650619686
InceptionV3_pb_tf_opt2,opt2,opt4,0.15118567960634383,2.060533492452785
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt0,0.053893494179977686,3.7167918540594314
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt4,0.45984788646989605,0.5463032943666245
inception_v3_tflite_tflite_opt0,opt0,opt4,0.11843868663057966,2.438228069222407
InceptionV3_pb_tf_to_tflite_opt0,opt0,opt2,0.053893494179977686,3.7167918540594314
torchvision_models_inception_v3_torch_to_tflite_opt4,opt4,opt2,0.3380950392279056,0.9177213585242445
InceptionV3_pb_tf_to_tflite_opt4,opt4,opt2,0.45984788646989605,0.5463032943666245
InceptionV3_pb_tf_opt4,opt4,opt2,0.15118567960634383,2.060533492452786
torchvision_models_inception_v3_torch_opt4,opt4,opt2,0.5061457831784437,0.44205586506196864
inception_v3_tflite_tflite_opt4,opt4,opt0,0.11843868663057966,2.438228069222407
inception_v3_tflite_tflite_opt4,opt4,opt2,0.16070593534903482,1.9678363623811321
inception_v3_tflite_tflite_opt2,opt2,opt4,0.16070593534903482,1.9678363623811324
torchvision_models_inception_v3_torch_to_tflite_opt2,opt2,opt4,0.3380950392279056,0.917721358524245
torchvision_models_inception_v3_torch_opt2,opt2,opt4,0.5061457831784437,0.4420558650619686
InceptionV3_pb_tf_opt2,opt2,opt4,0.15118567960634383,2.060533492452785
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt0,0.053893494179977686,3.7167918540594314
InceptionV3_pb_tf_to_tflite_opt2,opt2,opt4,0.45984788646989605,0.5463032943666245
